index,country,province
47760,US,California
47761,US,California
47762,Spain,Northern Spain
47763,US,California
47764,Spain,Northern Spain
47765,France,Bordeaux
47766,Italy,Tuscany
47767,Italy,Tuscany
47768,Portugal,Tejo
47769,Italy,Tuscany
47770,New Zealand,Awatere Valley
47771,US,California
47772,New Zealand,Marlborough
47773,US,California
47774,New Zealand,Marlborough
47775,US,California
47776,US,California
47777,Spain,Northern Spain
47778,US,Oregon
47779,Spain,Catalonia
47780,France,Bordeaux
47781,France,Loire Valley
47782,France,Bordeaux
47783,Spain,Northern Spain
47784,Italy,Tuscany
47785,France,Bordeaux
47786,Italy,Tuscany
47787,US,California
47788,France,Loire Valley
47789,US,California
47790,US,California
47791,US,California
47792,US,Washington
47793,France,Languedoc-Roussillon
47794,US,Washington
47795,US,Washington
47796,US,California
47797,US,California
47798,US,California
47799,US,California
47800,Italy,Sicily & Sardinia
47801,US,California
47802,Chile,Colchagua Valley
47803,US,California
47804,US,Washington
47805,US,Washington
47806,Argentina,Mendoza Province
47807,US,California
47808,US,California
47809,France,Languedoc-Roussillon
47810,US,California
47811,US,Washington
47812,France,Burgundy
47813,France,Burgundy
47814,US,California
47815,US,Washington
47816,US,California
47817,US,Washington
47818,France,Languedoc-Roussillon
47819,Argentina,Mendoza Province
47820,Spain,Central Spain
47821,US,New York
47822,Chile,Colchagua Valley
47823,US,New York
47824,US,California
47825,US,New York
47826,New Zealand,Marlborough
47827,US,Washington
47828,Italy,Tuscany
47829,Portugal,Algarve
47830,Israel,Shomron
47831,Israel,Galilee
47832,Israel,Judean Hills
47833,Spain,Central Spain
47834,US,Washington
47835,US,California
47836,Israel,Judean Hills
47837,US,California
47838,Spain,Central Spain
47839,US,New York
47840,Italy,Tuscany
47841,Italy,Tuscany
47842,US,Washington
47843,US,New York
47844,US,California
47845,Israel,Galilee
47846,Portugal,Douro
47847,Italy,Tuscany
47848,Italy,Tuscany
47849,Chile,Leyda Valley
47850,US,Oregon
47851,US,California
47852,US,Oregon
47853,Italy,Southern Italy
47854,Italy,Sicily & Sardinia
47855,Italy,Sicily & Sardinia
47856,Italy,Sicily & Sardinia
47857,Italy,Sicily & Sardinia
47858,France,Southwest France
47859,US,Oregon
47860,US,Oregon
47861,US,Oregon
47862,US,Oregon
47863,Chile,Colchagua Valley
47864,Chile,Peumo
47865,Chile,Rapel Valley
47866,US,California
47867,France,Beaujolais
47868,US,Oregon
47869,Chile,Maipo Valley
47870,Austria,Niederösterreich
47871,Chile,Colchagua Valley
47872,US,California
47873,France,Beaujolais
47874,Chile,San Antonio
47875,US,Oregon
47876,US,Oregon
47877,Italy,Southern Italy
47878,US,California
47879,France,Bordeaux
47880,US,California
47881,Argentina,Other
47882,Italy,Piedmont
47883,Chile,Central Valley
47884,US,California
47885,US,California
47886,Argentina,Other
47887,US,California
47888,US,California
47889,US,California
47890,US,California
47891,Argentina,Mendoza Province
47892,Australia,Australia Other
47893,Argentina,Mendoza Province
47894,US,California
47895,Australia,South Australia
47896,US,California
47897,US,California
47898,US,California
47899,Chile,Casablanca Valley
47900,US,California
47901,Chile,Maule Valley
47902,Australia,New South Wales
47903,Italy,Piedmont
47904,US,California
47905,Australia,Western Australia
47906,US,California
47907,Argentina,Mendoza Province
47908,US,California
47909,US,California
47910,Germany,Mosel
47911,Chile,Rapel Valley
47912,Portugal,Douro
47913,Portugal,Alenquer
47914,Portugal,Tejo
47915,US,California
47916,France,Loire Valley
47917,US,California
47918,US,Oregon
47919,France,Loire Valley
47920,Portugal,Alentejo
47921,US,California
47922,US,California
47923,Austria,Weinviertel
47924,Austria,Niederösterreich
47925,US,California
47926,Portugal,Tejo
47927,Portugal,Douro
47928,Portugal,Tejo
47929,US,California
47930,Spain,Northern Spain
47931,US,California
47932,France,Languedoc-Roussillon
47933,US,California
47934,Portugal,Alentejano
47935,Portugal,Alentejano
47936,Portugal,Alentejano
47937,Italy,Northeastern Italy
47938,Italy,Northeastern Italy
47939,Chile,Cachapoal Valley
47940,US,California
47941,US,California
47942,France,Burgundy
47943,US,California
47944,US,California
47945,Portugal,Port
47946,France,Champagne
47947,US,California
47948,Chile,Maipo Valley
47949,US,California
47950,France,Burgundy
47951,France,Burgundy
47952,Italy,Northeastern Italy
47953,Argentina,Mendoza Province
47954,US,California
47955,Portugal,Port
47956,US,California
47957,US,California
47958,France,Languedoc-Roussillon
47959,Argentina,Other
47960,France,Burgundy
47961,France,Burgundy
47962,Italy,Lombardy
47963,US,California
47964,France,Burgundy
47965,Italy,Tuscany
47966,US,California
47967,Italy,Southern Italy
47968,France,Burgundy
47969,Portugal,Port
47970,Germany,Mosel
47971,Germany,Mosel-Saar-Ruwer
47972,Austria,Niederösterreich
47973,US,California
47974,Spain,Northern Spain
47975,US,Oregon
47976,France,Burgundy
47977,Australia,South Australia
47978,Italy,Veneto
47979,Australia,South Australia
47980,Italy,Veneto
47981,France,Burgundy
47982,France,Burgundy
47983,Germany,Mosel-Saar-Ruwer
47984,Austria,Niederösterreich
47985,Italy,Veneto
47986,France,Burgundy
47987,Austria,Wachau
47988,US,Oregon
47989,Austria,Kamptal
47990,Italy,Veneto
47991,Italy,Veneto
47992,Italy,Veneto
47993,US,Oregon
47994,Italy,Veneto
47995,France,Burgundy
47996,Spain,Northern Spain
47997,Spain,Levante
47998,Spain,Northern Spain
47999,Spain,Northern Spain
48000,US,California
48001,France,Champagne
48002,Spain,Catalonia
48003,US,California
48004,US,California
48005,France,Beaujolais
48006,Spain,Northern Spain
48007,US,Washington
48008,US,California
48009,US,New York
48010,Canada,Ontario
48011,US,California
48012,US,Washington
48013,US,California
48014,US,Washington
48015,US,Washington
48016,US,California
48017,US,California
48018,US,California
48019,US,Washington
48020,US,California
48021,US,California
48022,US,California
48023,Italy,Southern Italy
48024,US,Washington
48025,US,California
48026,US,California
48027,US,California
48028,Chile,Maipo Valley
48029,US,California
48030,US,California
48031,US,New York
48032,Italy,Tuscany
48033,Italy,Tuscany
48034,Italy,Tuscany
48035,Spain,Catalonia
48036,US,New York
48037,US,California
48038,Spain,Andalucia
48039,US,California
48040,Spain,Catalonia
48041,US,New York
48042,Spain,Catalonia
48043,US,California
48044,Spain,Northern Spain
48045,US,California
48046,US,California
48047,Spain,Northern Spain
48048,Portugal,Vinho Verde
48049,US,California
48050,Spain,Northern Spain
48051,US,Oregon
48052,Spain,Northern Spain
48053,US,California
48054,Italy,Tuscany
48055,Spain,Catalonia
48056,Italy,Tuscany
48057,Spain,Catalonia
48058,Portugal,Alentejano
48059,US,California
48060,France,Provence
48061,France,Southwest France
48062,Italy,Piedmont
48063,Italy,Piedmont
48064,Italy,Piedmont
48065,France,Provence
48066,US,California
48067,US,Washington
48068,Italy,Piedmont
48069,Italy,Piedmont
48070,New Zealand,Marlborough
48071,Italy,Piedmont
48072,Italy,Piedmont
48073,Italy,Piedmont
48074,South Africa,Western Cape
48075,US,California
48076,US,California
48077,US,California
48078,US,Washington
48079,Italy,Piedmont
48080,Italy,Piedmont
48081,Chile,Colchagua Valley
48082,US,California
48083,New Zealand,Marlborough
48084,Australia,South Australia
48085,US,California
48086,New Zealand,Marlborough
48087,France,Southwest France
48088,Chile,Central Valley
48089,US,California
48090,Spain,Galicia
48091,Israel,Galilee
48092,Israel,Galilee
48093,Israel,Galilee
48094,US,California
48095,US,New York
48096,Italy,Tuscany
48097,US,California
48098,Italy,Tuscany
48099,New Zealand,Central Otago
48100,Italy,Tuscany
48101,New Zealand,Marlborough
48102,Chile,Casablanca Valley
48103,Italy,Tuscany
48104,US,California
48105,US,California
48106,US,California
48107,France,Bordeaux
48108,Italy,Tuscany
48109,US,New York
48110,Israel,Galilee
48111,Israel,Galilee
48112,New Zealand,Marlborough
48113,US,California
48114,Spain,Central Spain
48115,US,New York
48116,US,California
48117,US,California
48118,Italy,Tuscany
48119,Italy,Tuscany
48120,France,Southwest France
48121,France,Bordeaux
48122,Italy,Sicily & Sardinia
48123,France,Southwest France
48124,France,Southwest France
48125,US,Oregon
48126,US,California
48127,Italy,Southern Italy
48128,France,Southwest France
48129,US,Oregon
48130,Italy,Sicily & Sardinia
48131,US,Virginia
48132,Chile,Colchagua Valley
48133,Italy,Southern Italy
48134,Italy,Southern Italy
48135,US,California
48136,US,Virginia
48137,US,Virginia
48138,US,California
48139,Chile,Maipo Valley
48140,Italy,Southern Italy
48141,Italy,Sicily & Sardinia
48142,US,California
48143,France,Beaujolais
48144,Italy,Southern Italy
48145,US,California
48146,US,California
48147,Chile,Central Valley
48148,Italy,Sicily & Sardinia
48149,US,California
48150,US,California
48151,US,California
48152,US,California
48153,US,California
48154,US,California
48155,US,California
48156,US,California
48157,US,California
48158,US,California
48159,Argentina,Mendoza Province
48160,Chile,Casablanca Valley
48161,Argentina,Mendoza Province
48162,US,California
48163,US,California
48164,Australia,South Australia
48165,Argentina,Mendoza Province
48166,Chile,Limarí Valley
48167,Australia,Western Australia
48168,US,California
48169,US,California
48170,US,California
48171,Argentina,Other
48172,Australia,Australia Other
48173,US,California
48174,US,California
48175,US,California
48176,Italy,Italy Other
48177,US,California
48178,US,Washington
48179,Argentina,Other
48180,US,Oregon
48181,Italy,Northeastern Italy
48182,Portugal,Alentejano
48183,Portugal,Vinho Verde
48184,Chile,Casablanca Valley
48185,Austria,Weinviertel
48186,US,California
48187,Italy,Northeastern Italy
48188,US,California
48189,US,Oregon
48190,US,Oregon
48191,Portugal,Palmela
48192,Portugal,Tejo
48193,US,California
48194,Portugal,Lisboa
48195,France,Loire Valley
48196,France,Loire Valley
48197,US,California
48198,France,Languedoc-Roussillon
48199,US,California
48200,Portugal,Alentejano
48201,US,California
48202,US,California
48203,Portugal,Tejo
48204,Portugal,Tejo
48205,Portugal,Tejo
48206,Italy,Northeastern Italy
48207,US,Oregon
48208,US,California
48209,Portugal,Lisboa
48210,Italy,Lombardy
48211,France,Burgundy
48212,France,Languedoc-Roussillon
48213,US,California
48214,Italy,Northeastern Italy
48215,France,Loire Valley
48216,Portugal,Port
48217,Italy,Tuscany
48218,France,Burgundy
48219,Portugal,Port
48220,US,California
48221,US,California
48222,Portugal,Port
48223,US,California
48224,France,Burgundy
48225,France,Burgundy
48226,US,California
48227,US,California
48228,US,California
48229,US,California
48230,US,California
48231,Argentina,Mendoza Province
48232,Italy,Veneto
48233,US,California
48234,US,California
48235,US,California
48236,France,Burgundy
48237,Argentina,Mendoza Province
48238,France,Languedoc-Roussillon
48239,Argentina,Mendoza Province
48240,Italy,Veneto
48241,Austria,Wagram-Donauland
48242,Austria,Wagram-Donauland
48243,Australia,South Australia
48244,France,Burgundy
48245,Italy,Veneto
48246,Australia,South Australia
48247,US,California
48248,Italy,Veneto
48249,Austria,Niederösterreich
48250,Germany,Mosel-Saar-Ruwer
48251,France,Burgundy
48252,France,Burgundy
48253,Italy,Veneto
48254,France,Burgundy
48255,France,Burgundy
48256,France,Burgundy
48257,Italy,Veneto
48258,US,California
48259,Austria,Wachau
48260,France,Burgundy
48261,Australia,New South Wales
48262,US,California
48263,France,Burgundy
48264,France,Burgundy
48265,US,California
48266,US,California
48267,Germany,Mosel-Saar-Ruwer
48268,Italy,Veneto
48269,Italy,Veneto
48270,Spain,Northern Spain
48271,Italy,Sicily & Sardinia
48272,Australia,Victoria
48273,Spain,Northern Spain
48274,Spain,Central Spain
48275,US,California
48276,Italy,Sicily & Sardinia
48277,Italy,Sicily & Sardinia
48278,Spain,Northern Spain
48279,US,Washington
48280,US,Washington
48281,Italy,Sicily & Sardinia
48282,US,Washington
48283,Australia,Western Australia
48284,US,Washington
48285,US,California
48286,US,California
48287,US,California
48288,US,Washington
48289,Spain,Northern Spain
48290,Spain,Central Spain
48291,US,California
48292,France,Burgundy
48293,US,California
48294,France,Champagne
48295,Italy,Sicily & Sardinia
48296,US,California
48297,US,California
48298,US,California
48299,US,California
48300,South Africa,Western Cape
48301,France,Provence
48302,France,Provence
48303,France,Provence
48304,France,Provence
48305,Italy,Piedmont
48306,Italy,Piedmont
48307,Chile,Colchagua Valley
48308,New Zealand,Martinborough
48309,Italy,Piedmont
48310,Australia,South Australia
48311,Chile,Colchagua Valley
48312,Italy,Piedmont
48313,Chile,Maipo Valley
48314,Italy,Piedmont
48315,Chile,Maipo Valley
48316,Australia,South Australia
48317,Chile,Colchagua Valley
48318,New Zealand,Marlborough
48319,Italy,Piedmont
48320,New Zealand,Hawke's Bay
48321,Italy,Piedmont
48322,US,Washington
48323,Israel,Judean Hills
48324,Italy,Piedmont
48325,Italy,Piedmont
48326,US,California
48327,New Zealand,Marlborough
48328,France,Southwest France
48329,South Africa,Stellenbosch
48330,US,California
48331,Italy,Tuscany
48332,France,Bordeaux
48333,US,New York
48334,France,Southwest France
48335,France,Languedoc-Roussillon
48336,US,California
48337,US,California
48338,Spain,Levante
48339,Portugal,Port
48340,US,California
48341,Portugal,Alentejano
48342,US,New York
48343,US,New York
48344,US,California
48345,US,California
48346,Spain,Northern Spain
48347,Portugal,Tejo
48348,US,California
48349,US,Oregon
48350,Portugal,Península de Setúbal
48351,US,Virginia
48352,Spain,Northern Spain
48353,US,California
48354,US,California
48355,Portugal,Port
48356,US,California
48357,Spain,Northern Spain
48358,France,France Other
48359,Italy,Tuscany
48360,Italy,Tuscany
48361,Italy,Tuscany
48362,South Africa,Cederberg
48363,France,Bordeaux
48364,France,Bordeaux
48365,US,Washington
48366,Italy,Tuscany
48367,Italy,Tuscany
48368,Spain,Northern Spain
48369,Italy,Tuscany
48370,Germany,Pfalz
48371,Italy,Tuscany
48372,South Africa,Western Cape
48373,US,California
48374,Italy,Tuscany
48375,Italy,Tuscany
48376,South Africa,Stellenbosch
48377,South Africa,Stellenbosch
48378,US,California
48379,Italy,Tuscany
48380,US,Washington
48381,Germany,Pfalz
48382,Germany,Pfalz
48383,Germany,Pfalz
48384,US,California
48385,South Africa,Paarl
48386,Germany,Pfalz
48387,Italy,Tuscany
48388,Germany,Pfalz
48389,US,California
48390,Italy,Tuscany
48391,Italy,Tuscany
48392,Italy,Tuscany
48393,Italy,Tuscany
48394,Italy,Tuscany
48395,US,New York
48396,Israel,Judean Hills
48397,Portugal,Port
48398,Portugal,Port
48399,Italy,Tuscany
48400,US,Washington
48401,US,California
48402,Spain,Central Spain
48403,US,New York
48404,US,New York
48405,US,Washington
48406,Chile,Curicó Valley
48407,US,Washington
48408,US,California
48409,US,California
48410,Israel,Galilee
48411,Chile,Bío Bío Valley
48412,US,Washington
48413,US,California
48414,US,California
48415,US,California
48416,Italy,Tuscany
48417,Italy,Tuscany
48418,Spain,Central Spain
48419,US,California
48420,US,California
48421,US,Oregon
48422,Chile,Casablanca Valley
48423,US,California
48424,US,Oregon
48425,Italy,Sicily & Sardinia
48426,US,California
48427,US,Oregon
48428,Austria,Österreichischer Sekt
48429,US,Oregon
48430,France,Southwest France
48431,Italy,Sicily & Sardinia
48432,France,Beaujolais
48433,France,Southwest France
48434,France,Southwest France
48435,US,Oregon
48436,France,Southwest France
48437,France,Southwest France
48438,France,Bordeaux
48439,US,Oregon
48440,US,Oregon
48441,France,Southwest France
48442,France,Southwest France
48443,US,Oregon
48444,US,Oregon
48445,US,California
48446,US,Oregon
48447,US,Oregon
48448,Chile,Limarí Valley
48449,US,California
48450,US,California
48451,Argentina,Mendoza Province
48452,US,California
48453,US,California
48454,US,California
48455,US,California
48456,Argentina,Mendoza Province
48457,US,California
48458,Chile,Lontué Valley
48459,Argentina,Other
